symbol,name
RUBYMILLS,THE RUBY MILLS LIMITED
RUCHINFRA,RUCHI INFRASTRUCTURE LIMITED
RUCHIRA,RUCHIRA PAPERS LIMITED
RUPA,RUPA & COMPANY LIMITED
RUSHIL,RUSHIL DECOR LIMITED
RUSTOMJEE,KEYSTONE REALTORS LIMITED
RVHL,RAVINDER HEIGHTS LIMITED
RVNL,RAIL VIKAS NIGAM LIMITED
SABEVENTS,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED
SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED
SADBHAV,SADBHAV ENGINEERING LIMITED
SADBHIN,SADBHAV INFRASTRUCTURE PROJECT LIMITED
SAFARI,SAFARI INDUSTRIES (INDIA) LIMITED
SAGARDEEP,SAGARDEEP ALLOYS LIMITED
SAGCEM,SAGAR CEMENTS LIMITED
SAH,SAH POLYMERS LIMITED
SAIL,STEEL AUTHORITY OF INDIA LIMITED
SAKAR,SAKAR HEALTHCARE LIMITED
SAKHTISUG,SAKTHI SUGARS LIMITED
SAKSOFT,SAKSOFT LIMITED
SAKUMA,SAKUMA EXPORTS LIMITED
SALASAR,SALASAR TECHNO ENGINEERING LIMITED
SALONA,SALONA COTSPIN LIMITED
SALSTEEL,S.A.L. STEEL LIMITED
SALZERELEC,SALZER ELECTRONICS LIMITED
SAMBHAAV,SAMBHAAV MEDIA LIMITED
SANCO,SANCO INDUSTRIES LIMITED
SANDESH,THE SANDESH LIMITED
SANDHAR,SANDHAR TECHNOLOGIES LIMITED
SANGAMIND,SANGAM (INDIA) LIMITED
SANGHIIND,SANGHI INDUSTRIES LIMITED
SANGHVIMOV,SANGHVI MOVERS LIMITED
SANGINITA,SANGINITA CHEMICALS LIMITED
SANOFI,SANOFI INDIA LIMITED
SANSERA,SANSERA ENGINEERING LIMITED
SANWARIA,SANWARIA CONSUMER LIMITED
SAPPHIRE,SAPPHIRE FOODS INDIA LIMITED
SARDAEN,SARDA ENERGY & MINERALS LIMITED
SAREGAMA,SAREGAMA INDIA LIMITED
SARLAPOLY,SARLA PERFORMANCE FIBERS LIMITED
SARVESHWAR,SARVESHWAR FOODS LIMITED
SASKEN,SASKEN TECHNOLOGIES LIMITED
SASTASUNDR,SASTASUNDAR VENTURES LIMITED
SATIA,SATIA INDUSTRIES LIMITED
SATIN,SATIN CREDITCARE NETWORK LIMITED
SATINDLTD,SAT INDUSTRIES LIMITED
SBC,SBC EXPORTS LIMITED
SBCL,SHIVALIK BIMETAL CONTROLS LIMITED
SBGLP,SURATWWALA BUSINESS GROUP LIMITED
SBICARD,SBI CARDS AND PAYMENT SERVICES LIMITED
SBILIFE,SBI LIFE INSURANCE COMPANY LIMITED
SBIN,STATE BANK OF INDIA
SCAPDVR,STAMPEDE CAPITAL LIMITED
SCHAEFFLER,SCHAEFFLER INDIA LIMITED
SCHAND,S CHAND AND COMPANY LIMITED
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED
SCI,SHIPPING CORPORATION OF INDIA LIMITED
SCPL,SHEETAL COOL PRODUCTS LIMITED
SDBL,SOM DISTILLERIES & BREWERIES LIMITED
SEAMECLTD,SEAMEC LIMITED
SECURCRED,SECUR CREDENTIALS LIMITED
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
SEJALLTD,SEJAL GLASS LIMITED
SELAN,SELAN EXPLORATION TECHNOLOGY LIMITED
SELMC,SEL MANUFACTURING COMPANY LIMITED
SEPC,SEPC LIMITED
SEPOWER,S.E. POWER LIMITED
SEQUENT,SEQUENT SCIENTIFIC LIMITED
SERVOTECH,SERVOTECH POWER SYSTEMS LIMITED
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED
SETCO,SETCO AUTOMOTIVE LIMITED
SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIMITED
SEYAIND,SEYA INDUSTRIES LIMITED
SFL,SHEELA FOAM LIMITED
SGIL,SYNERGY GREEN INDUSTRIES LIMITED
SGL,STL GLOBAL LIMITED
SHAHALLOYS,SHAH ALLOYS LIMITED
SHAILY,SHAILY ENGINEERING PLASTICS LIMITED
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED
SHALBY,SHALBY LIMITED
SHALPAINTS,SHALIMAR PAINTS LIMITED
SHANKARA,SHANKARA BUILDING PRODUCTS LIMITED
SHANTI,SHANTI OVERSEAS (INDIA) LIMITED
SHANTIGEAR,SHANTHI GEARS LIMITED
SHARDACROP,SHARDA CROPCHEM LIMITED
SHARDAMOTR,SHARDA MOTOR INDUSTRIES LIMITED
SHAREINDIA,SHARE INDIA SECURITIES LIMITED
SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED
SHILPAMED,SHILPA MEDICARE LIMITED
SHIVALIK,SHIVALIK RASAYAN LIMITED
SHIVAMAUTO,SHIVAM AUTOTECH LIMITED
SHIVAMILLS,SHIVA MILLS LIMITED
SHIVATEX,SHIVA TEXYARN LIMITED
SHK,S H KELKAR AND COMPANY LIMITED
SHOPERSTOP,SHOPPERS STOP LIMITED
SHRADHA,SHRADHA INFRAPROJECTS LIMITED
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD
SHREECEM,SHREE CEMENT LIMITED
SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED
SHREERAMA,SHREE RAMA MULTI-TECH LIMITED
SHRENIK,SHRENIK LIMITED
SHREYANIND,SHREYANS INDUSTRIES LIMITED
SHREYAS,SHREYAS SHIPPING & LOGISTICS LIMITED
SHRIPISTON,SHRIRAM PISTONS & RINGS LIMITED
SHRIRAMFIN,SHRIRAM FINANCE LIMITED
SHRIRAMPPS,SHRIRAM PROPERTIES LIMITED
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED
SHYAMMETL,SHYAM METALICS AND ENERGY LIMITED
SHYAMTEL,SHYAM TELECOM LIMITED
SIEMENS,SIEMENS LIMITED
SIGACHI,SIGACHI INDUSTRIES LIMITED
SIGIND,SIGNET INDUSTRIES LIMITED
SIKKO,SIKKO INDUSTRIES LIMITED
SIL,STANDARD INDUSTRIES LIMITED
SILGO,SILGO RETAIL LIMITED
SILINV,SIL INVESTMENTS LIMITED
SILLYMONKS,SILLY MONKS ENTERTAINMENT LIMITED
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED
SIMBHALS,SIMBHAOLI SUGARS LIMITED
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED
SINTERCOM,SINTERCOM INDIA LIMITED
SIRCA,SIRCA PAINTS INDIA LIMITED
SIS,SIS LIMITED
SITINET,SITI NETWORKS LIMITED
SIYSIL,SIYARAM SILK MILLS LIMITED
SJS,S.J.S. ENTERPRISES LIMITED
SJVN,SJVN LIMITED
SKFINDIA,SKF INDIA LIMITED
SKIPPER,SKIPPER LIMITED
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED
SKYGOLD,SKY GOLD LIMITED
SMARTLINK,SMARTLINK HOLDINGS LIMITED
SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED
SMLISUZU,SML ISUZU LIMITED
SMLT,SARTHAK METALS LIMITED
SMSLIFE,SMS LIFESCIENCES INDIA LIMITED
SMSPHARMA,SMS PHARMACEUTICALS LIMITED
SNOWMAN,SNOWMAN LOGISTICS LIMITED
SOBHA,SOBHA LIMITED
SOFTTECH,SOFTTECH ENGINEERS LIMITED
SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED
SOLARINDS,SOLAR INDUSTRIES INDIA LIMITED
SOMANYCERA,SOMANY CERAMICS LIMITED
SOMATEX,SOMA TEXTILES & INDUSTRIES LIMITED
SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED
SONACOMS,SONA BLW PRECISION FORGINGS LIMITED
SONAMCLOCK,SONAM CLOCK LIMITED
SONATSOFTW,SONATA SOFTWARE LIMITED
SOTL,SAVITA OIL TECHNOLOGIES LIMITED
SOUTHBANK,THE SOUTH INDIAN BANK LIMITED
SOUTHWEST,SOUTH WEST PINNACLE EXPLORATION LIMITED
SPAL,S. P. APPARELS LIMITED
SPANDANA,SPANDANA SPHOORTY FINANCIAL LIMITED
SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED
SPCENET,SPACENET ENTERPRISES INDIA LIMITED
SPECIALITY,SPECIALITY RESTAURANTS LIMITED
SPENCERS,SPENCER'S RETAIL LIMITED
SPENTEX,SPENTEX INDUSTRIES LIMITED
SPIC,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED
SPICEJET,SPICEJET LTD
SPLIL,SPL INDUSTRIES LIMITED
SPLPETRO,SUPREME PETROCHEM LIMITED
SPMLINFRA,SPML INFRA LIMITED
SPORTKING,SPORTKING INDIA LIMITED
SPTL,SINTEX PLASTICS TECHNOLOGY LIMITED
SREEL,SREELEATHERS LIMITED
SRF,SRF LIMITED
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED
SRPL,SHREE RAM PROTEINS LIMITED
SSWL,STEEL STRIPS WHEELS LIMITED
STAR,STRIDES PHARMA SCIENCE LIMITED
STARCEMENT,STAR CEMENT LIMITED
STARHEALTH,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED
STARPAPER,STAR PAPER MILLS LIMITED
STARTECK,STARTECK FINANCE LIMITED
STCINDIA,THE STATE TRADING CORPORATION OF INDIA LIMITED
STEELCAS,STEELCAST LIMITED
STEELCITY,STEEL CITY SECURITIES LIMITED
STEELXIND,STEEL EXCHANGE INDIA LIMITED
STEL,STEL HOLDINGS LIMITED
STERTOOLS,STERLING TOOLS LIMITED
STLTECH,STERLITE TECHNOLOGIES LIMITED
STOVEKRAFT,STOVE KRAFT LIMITED
STYLAMIND,STYLAM INDUSTRIES LIMITED
STYRENIX,STYRENIX PERFORMANCE MATERIALS LIMITED
SUBEXLTD,SUBEX LIMITED
SUBROS,SUBROS LIMITED
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LIMITED
SUKHJITS,SUKHJIT STARCH & CHEMICALS LIMITED
SULA,SULA VINEYARDS LIMITED
SUMEETINDS,SUMEET INDUSTRIES LIMITED
SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITED
SUMIT,SUMIT WOODS LIMITED
SUMMITSEC,SUMMIT SECURITIES LIMITED
SUNCLAYLTD,SUNDARAM CLAYTON LIMITED
SUNDARAM,SUNDARAM MULTI PAP LIMITED
SUNDARMFIN,SUNDARAM FINANCE LIMITED
SUNDARMHLD,SUNDARAM FINANCE HOLDINGS LIMITED
SUNDRMBRAK,SUNDARAM BRAKE LININGS LIMITED
SUNDRMFAST,SUNDRAM FASTENERS LIMITED
SUNFLAG,SUNFLAG IRON AND STEEL COMPANY LIMITED
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LIMITED
SUNTECK,SUNTECK REALTY LIMITED
SUNTV,SUN TV NETWORK LIMITED
SUPERHOUSE,SUPERHOUSE LIMITED
SUPERSPIN,SUPER SPINNING MILLS LIMITED
SUPRAJIT,SUPRAJIT ENGINEERING LIMITED
SUPREMEENG,SUPREME ENGINEERING LIMITED
SUPREMEIND,SUPREME INDUSTRIES LIMITED
SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LIMITED
SUPRIYA,SUPRIYA LIFESCIENCE LIMITED
SURANASOL,SURANA SOLAR LIMITED
SURANAT&P,SURANA TELECOM AND POWER LIMITED
SURYALAXMI,SURYALAKSHMI COTTON MILLS LIMITED
SURYAROSNI,SURYA ROSHNI LIMITED
SURYODAY,SURYODAY SMALL FINANCE BANK LIMITED
SUTLEJTEX,SUTLEJ TEXTILES AND INDUSTRIES LIMITED
SUULD,SUUMAYA INDUSTRIES LIMITED
SUVEN,SUVEN LIFE SCIENCES LIMITED
SUVENPHAR,SUVEN PHARMACEUTICALS LIMITED
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED
SUZLON,SUZLON ENERGY LIMITED
SVPGLOB,SVP GLOBAL TEXTILES LIMITED
SWANENERGY,SWAN ENERGY LIMITED
SWARAJENG,SWARAJ ENGINES LIMITED
SWELECTES,SWELECT ENERGY SYSTEMS LIMITED
SWSOLAR,STERLING AND WILSON RENEWABLE ENERGY LIMITED
SYMPHONY,SYMPHONY LIMITED
SYNCOMF,SYNCOM FORMULATIONS (INDIA) LIMITED
SYNGENE,SYNGENE INTERNATIONAL LIMITED
SYRMA,SYRMA SGS TECHNOLOGY LIMITED
TAINWALCHM,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED
TAJGVK,TAJ GVK HOTELS & RESORTS LIMITED
TAKE,TAKE SOLUTIONS LIMITED
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LIMITED
TANLA,TANLA PLATFORMS LIMITED
TANTIACONS,TANTIA CONSTRUCTIONS LIMITED
TARAPUR,TARAPUR TRANSFORMERS LIMITED
TARC,TARC LIMITED
TARMAT,TARMAT LIMITED
TARSONS,TARSONS PRODUCTS LIMITED
TASTYBITE,TASTY BITE EATABLES LIMITED
TATACHEM,TATA CHEMICALS LIMITED
TATACOFFEE,TATA COFFEE LIMITED
TATACOMM,TATA COMMUNICATIONS LIMITED
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED
TATAELXSI,TATA ELXSI LIMITED
TATAINVEST,TATA INVESTMENT CORPORATION LIMITED
TATAMETALI,TATA METALIKS LIMITED
TATAMOTORS,TATA MOTORS LIMITED
TATAMTRDVR,TATA MOTORS LIMITED
TATAPOWER,TATA POWER COMPANY LIMITED
TATASTEEL,TATA STEEL LIMITED
TATASTLLP,TATA STEEL LONG PRODUCTS LIMITED
TATVA,TATVA CHINTAN PHARMA CHEM LIMITED
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED
TCI,TRANSPORT CORPORATION OF INDIA LIMITED
TCIEXP,TCI EXPRESS LIMITED
TCNSBRANDS,TCNS CLOTHING CO. LIMITED
TCPLPACK,TCPL PACKAGING LIMITED
TCS,TATA CONSULTANCY SERVICES LIMITED
TDPOWERSYS,TD POWER SYSTEMS LIMITED
TEAMLEASE,TEAMLEASE SERVICES LIMITED
TECHIN,TECHINDIA NIRMAN LIMITED
TECHM,TECH MAHINDRA LIMITED
TECHNOE,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED
TEGA,TEGA INDUSTRIES LIMITED
TEJASNET,TEJAS NETWORKS LIMITED
TEMBO,TEMBO GLOBAL INDUSTRIES LIMITED
TERASOFT,TERA SOFTWARE LIMITED
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED
TEXMOPIPES,TEXMO PIPES AND PRODUCTS LIMITED
TEXRAIL,TEXMACO RAIL & ENGINEERING LIMITED
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LIMITED
TFL,TRANSWARRANTY FINANCE LIMITED
TGBHOTELS,TGB BANQUETS AND HOTELS LIMITED
THANGAMAYL,THANGAMAYIL JEWELLERY LIMITED
THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED
THEMISMED,THEMIS MEDICARE LIMITED
THERMAX,THERMAX LIMITED
THOMASCOOK,THOMAS COOK  (INDIA)  LIMITED
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED
THYROCARE,THYROCARE TECHNOLOGIES LIMITED
TI,TILAKNAGAR INDUSTRIES LIMITED
TIDEWATER,TIDE WATER OIL COMPANY (INDIA) LIMITED
TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LIMITED
TIINDIA,TUBE INVESTMENTS OF INDIA LIMITED
TIJARIA,TIJARIA POLYPIPES LIMITED
TIL,TIL LIMITED
TIMESGTY,TIMES GUARANTY LIMITED
TIMETECHNO,TIME TECHNOPLAST LIMITED
TIMKEN,TIMKEN INDIA LIMITED
TINPLATE,THE TINPLATE COMPANY OF INDIA LIMITED
TIPSFILMS,TIPS FILMS LIMITED
TIPSINDLTD,TIPS INDUSTRIES LIMITED
TIRUMALCHM,THIRUMALAI CHEMICALS LIMITED
TIRUPATIFL,TIRUPATI FORGE LIMITED
TITAN,TITAN COMPANY LIMITED
TMB,TAMILNAD MERCANTILE BANK LIMITED
TNPETRO,TAMILNADU PETROPRODUCTS LIMITED
TNPL,TAMIL NADU NEWSPRINT & PAPERS LIMITED
TNTELE,TAMILNADU TELECOMMUNICATION LIMITED
TOKYOPLAST,TOKYO PLAST INTERNATIONAL LIMITED
TORNTPHARM,TORRENT PHARMACEUTICALS LIMITED
TORNTPOWER,TORRENT POWER LIMITED
TOTAL,TOTAL TRANSPORT SYSTEMS LIMITED
TOUCHWOOD,TOUCHWOOD ENTERTAINMENT LIMITED
TPLPLASTEH,TPL PLASTECH LIMITED
TRACXN,TRACXN TECHNOLOGIES LIMITED
TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LIMITED
TREJHARA,TREJHARA SOLUTIONS LIMITED
TRENT,TRENT LIMITED
TRF,TRF LIMITED
TRIDENT,TRIDENT LIMITED
TRIGYN,TRIGYN TECHNOLOGIES LIMITED
TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED
TRITURBINE,TRIVENI TURBINE LIMITED
TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LIMITED
TRU,TRUCAP FINANCE LIMITED
TTKHLTCARE,TTK HEALTHCARE LIMITED
TTKPRESTIG,TTK PRESTIGE LIMITED
TTL,T T LIMITED
TTML,TATA TELESERVICES (MAHARASHTRA) LIMITED
TV18BRDCST,TV18 BROADCAST LIMITED
TVSELECT,TVS ELECTRONICS LIMITED
TVSMOTOR,TVS MOTOR COMPANY LIMITED
TVSSRICHAK,TVS SRICHAKRA LIMITED
TVTODAY,TV TODAY NETWORK LIMITED
TVVISION,TV VISION LIMITED
TWL,TITAGARH WAGONS LIMITED
UBL,UNITED BREWERIES LIMITED
UCALFUEL,UCAL FUEL SYSTEMS LIMITED
UCOBANK,UCO BANK
UDAICEMENT,UDAIPUR CEMENT WORKS LIMITED
UFLEX,UFLEX LIMITED
UFO,UFO MOVIEZ INDIA LIMITED
UGARSUGAR,THE UGAR SUGAR WORKS LIMITED
UGROCAP,UGRO CAPITAL LIMITED
UJAAS,UJAAS ENERGY LIMITED
UJJIVAN,UJJIVAN FINANCIAL SERVICES LIMITED
UJJIVANSFB,UJJIVAN SMALL FINANCE BANK LIMITED
ULTRACEMCO,ULTRATECH CEMENT LIMITED
UMAEXPORTS,UMA EXPORTS LIMITED
UMANGDAIRY,UMANG DAIRIES LIMITED
UMESLTD,USHA MARTIN EDUCATION & SOLUTIONS LIMITED
UNICHEMLAB,UNICHEM LABORATORIES LIMITED
UNIDT,UNITED DRILLING TOOLS LIMITED
UNIENTER,UNIPHOS ENTERPRISES LIMITED
UNIINFO,UNIINFO TELECOM SERVICES LIMITED
UNIONBANK,UNION BANK OF INDIA
UNIPARTS,UNIPARTS INDIA LIMITED
UNITECH,UNITECH LIMITED
UNITEDPOLY,UNITED POLYFAB GUJARAT LIMITED
UNITEDTEA,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED
UNIVASTU,UNIVASTU INDIA LIMITED
UNIVCABLES,UNIVERSAL CABLES LIMITED
UNIVPHOTO,UNIVERSUS PHOTO IMAGINGS LIMITED
UNOMINDA,UNO MINDA LIMITED
UPL,UPL LIMITED
URJA,URJA GLOBAL LIMITED
USHAMART,USHA MARTIN LIMITED
UTIAMC,UTI ASSET MANAGEMENT COMPANY LIMITED
UTTAMSUGAR,UTTAM SUGAR MILLS LIMITED
V2RETAIL,V2 RETAIL LIMITED
VADILALIND,VADILAL INDUSTRIES LIMITED
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED
VAISHALI,VAISHALI PHARMA LIMITED
VAKRANGEE,VAKRANGEE LIMITED
VALIANTORG,VALIANT ORGANICS LIMITED
VARDHACRLC,VARDHMAN ACRYLICS LIMITED
VARDMNPOLY,VARDHMAN POLYTEX LIMITED
VARROC,VARROC ENGINEERING LIMITED
VASCONEQ,VASCON ENGINEERS LIMITED
VASWANI,VASWANI INDUSTRIES LIMITED
VBL,VARUN BEVERAGES LIMITED
VCL,VAXTEX COTFAB LIMITED
VEDL,VEDANTA LIMITED
VENKEYS,VENKY'S (INDIA) LIMITED
VENUSPIPES,VENUS PIPES & TUBES LIMITED
VENUSREM,VENUS REMEDIES LIMITED
VERANDA,VERANDA LEARNING SOLUTIONS LIMITED
VERTOZ,VERTOZ ADVERTISING LIMITED
VESUVIUS,VESUVIUS INDIA LIMITED
VETO,VETO SWITCHGEARS AND CABLES LIMITED
VGUARD,V-GUARD INDUSTRIES LIMITED
VHL,VARDHMAN HOLDINGS LIMITED
VIDHIING,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED
VIJAYA,VIJAYA DIAGNOSTIC CENTRE LIMITED
VIJIFIN,VIJI FINANCE LIMITED
VIKASECO,VIKAS ECOTECH LIMITED
VIKASLIFE,VIKAS LIFECARE LIMITED
VIKASWSP,VIKAS WSP LIMITED
VIMTALABS,VIMTA LABS LIMITED
VINATIORGA,VINATI ORGANICS LIMITED
VINDHYATEL,VINDHYA TELELINKS LIMITED
VINEETLAB,VINEET LABORATORIES LIMITED
VINNY,VINNY OVERSEAS LIMITED
VINYLINDIA,VINYL CHEMICALS (INDIA) LIMITED
VIPCLOTHNG,VIP CLOTHING LIMITED
VIPIND,VIP INDUSTRIES LIMITED
VIPULLTD,VIPUL LIMITED
VISAKAIND,VISAKA INDUSTRIES LIMITED
VISASTEEL,VISA STEEL LIMITED
VISESHINFO,VISESH INFOTECNICS LIMITED
VISHAL,VISHAL FABRICS LIMITED
VISHNU,VISHNU CHEMICALS LIMITED
VISHWARAJ,VISHWARAJ SUGAR INDUSTRIES LIMITED
VIVIDHA,VISAGAR POLYTEX LIMITED
VLSFINANCE,VLS FINANCE LIMITED
VMART,V-MART RETAIL LIMITED
VOLTAMP,VOLTAMP TRANSFORMERS LIMITED
VOLTAS,VOLTAS LIMITED
VRLLOG,VRL LOGISTICS LIMITED
VSSL,VARDHMAN SPECIAL STEELS LIMITED
VSTIND,VST INDUSTRIES LIMITED
VSTTILLERS,V.S.T TILLERS TRACTORS LIMITED
VTL,VARDHMAN TEXTILES LIMITED
WABAG,VA TECH WABAG LIMITED
WALCHANNAG,WALCHANDNAGAR INDUSTRIES LIMITED
WANBURY,WANBURY LIMITED
WATERBASE,WATERBASE LIMITED
WEALTH,WEALTH FIRST PORTFOLIO MANAGERS LIMITED
WEBELSOLAR,WEBSOL ENERGY SYSTEM LIMITED
WEIZMANIND,WEIZMANN LIMITED
WEL,WONDER ELECTRICALS LIMITED
WELCORP,WELSPUN CORP LIMITED
WELENT,WELSPUN ENTERPRISES LIMITED
WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LIMITED
WELSPUNIND,WELSPUN INDIA LIMITED
WENDT,WENDT (INDIA) LIMITED
WESTLIFE,WESTLIFE FOODWORLD LIMITED
WEWIN,WE WIN LIMITED
WHEELS,WHEELS INDIA LIMITED
WHIRLPOOL,WHIRLPOOL OF INDIA LIMITED
WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LIMITED
WINDLAS,WINDLAS BIOTECH LIMITED
WINDMACHIN,WINDSOR MACHINES LIMITED
WINPRO,WINPRO INDUSTRIES LIMITED
WIPL,THE WESTERN INDIA PLYWOODS LIMITED
WIPRO,WIPRO LIMITED
WOCKPHARMA,WOCKHARDT LIMITED
WONDERLA,WONDERLA HOLIDAYS LIMITED
WORTH,WORTH PERIPHERALS LIMITED
WSI,W S INDUSTRIES (I) LIMITED
WSTCSTPAPR,WEST COAST PAPER MILLS LIMITED
XCHANGING,XCHANGING SOLUTIONS LIMITED
XELPMOC,XELPMOC DESIGN AND TECH LIMITED
XPROINDIA,XPRO INDIA LIMITED
YAARI,YAARI DIGITAL INTEGRATED SERVICES LIMITED
YESBANK,YES BANK LIMITED
YUKEN,YUKEN INDIA LIMITED
ZEEL,ZEE ENTERTAINMENT ENTERPRISES LIMITED
ZEELEARN,ZEE LEARN LIMITED
ZEEMEDIA,ZEE MEDIA CORPORATION LIMITED
ZENITHEXPO,ZENITH EXPORTS LIMITED
ZENITHSTL,ZENITH STEEL PIPES & INDUSTRIES LIMITED
ZENSARTECH,ZENSAR TECHNOLOGIES LIMITED
ZENTEC,ZEN TECHNOLOGIES LIMITED
ZFCVINDIA,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED
ZIMLAB,ZIM LABORATORIES LIMITED
ZODIAC,ZODIAC ENERGY LIMITED
ZODIACLOTH,ZODIAC CLOTHING COMPANY LIMITED
ZOMATO,ZOMATO LIMITED
ZOTA,ZOTA HEALTH CARE LIMITED
ZUARI,ZUARI AGRO CHEMICALS LIMITED
ZUARIIND,ZUARI INDUSTRIES LIMITED
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED
ZYDUSWELL,ZYDUS WELLNESS LIMITED
